VWAP_0,VWAP_CHANGE_0,VOLUME_CNG_0,MA3_0,MA3_CHANGE_0,MA5_0,MA5_CHANGE_0,MA10_0,MA10_CHANGE_0,VMA3_0,VMA3_CHANGE_0,VMA5_0,VMA5_CHANGE_0,VMA10_0,VMA10_CHANGE_0,MACD_LINE_0,MACD_SIGNAL_0,MACD_DIFF_0,KDJ_K_0,KDJ_J_0,RSI_0,WR_0,BOLL_PERCENT_0,BOLL_WIDTH_0,ACTUAL_VWAP_0
0.7242276591873122,0.015389333014733345,0.0,0.26436995495806886,0.1361684031263274,0.0,0.21941616950477486,0.21742183158248973,0.1508527681996506,1.6346387279926602E7,-0.2293505724369107,1.5807407663325414E7,-0.20307401009041282,1.4808680890782876E7,-0.14932774276736885,-0.5571875666000707,-0.6071614591315306,0.049973892531459896,0.5158757332591482,0.9572110078205607,0.2577689491375434,0.2857142857142862,0.2270927355379013,0.23280857717778622,0.5487102088731552
0.372932905679713,-0.053326627211734784,-2.767363316714473,0.28235020829883467,0.05272119205582576,0.0939950316103087,0.12521198626191019,0.1631104383911714,0.09849096766897975,1.27287906399633E7,-0.2842058403101939,1.3575336442216944E7,-0.32884212197748813,1.3772774183367806E7,-0.3384634149449132,-0.5116412796191323,-0.588057423229051,0.07641614360991866,0.6639171555060991,1.1555292348763087,0.25694270105358485,0.14285714285714196,0.2284975964437103,0.23283686253494576,0.7771506973944642
0.3472070138643789,0.15311715737916434,6.354829015823832,0.12376645304914098,0.05605275677972388,0.010916386462885227,0.12301271982437136,0.0,0.1295373267663235,1.381499631998165E7,0.07862511540790576,1.401729162814463E7,0.06305857046454043,1.3977942877300931E7,0.06605114434960013,-0.46533987210279193,-0.5635139130037992,0.09817404090100723,0.7759447703373994,1.2530563096926064,0.26201170416215525,0.0,0.2655202300037484,0.2341355511211827,0.7254723217008797
0.386146206762582,0.21885131796931007,3.6641225318601816,0.2550861997510457,0.23616675147286267,0.1075650258885851,0.36235781806331774,0.002824883749927582,0.4538589984179192,1.7088090659990825E7,0.19154242595825113,1.613192275209642E7,0.2621672762072932,1.5138532354155308E7,0.3449906849398878,-0.3894588277854023,-0.5287028959601198,0.13924406817471746,0.8506298468915996,1.2682843085340045,0.2987447392688581,0.0,0.43966928945123573,0.2316904690755161,0.7917317931297505
0.6705039630593278,0.33122628728838654,-0.13375989658755127,0.3498898456217684,0.17798439248988693,0.17648603677773253,0.3215245025767137,0.0,0.47183383806626644,1.8588462329995412E7,0.08071521158495727,1.745089316806428E7,0.1511636571567144,1.6038587198854342E7,0.2525313951240651,-0.3151992195277842,-0.48600216067365265,0.17080294114586847,0.9004198979277331,1.245242940404181,0.3098716682627034,0.0,0.4922885086516285,0.2237987143006775,0.8999867380045474
0.8830178960019394,0.17942998062942236,-1.9839359516834079,0.501542472047762,0.1764424411372555,0.2790080673747814,0.33129908803957664,0.0,0.5322427572159172,1.7345900164997704E7,-0.07163434316917555,1.7001708112042855E7,-0.0528399914951199,1.6050360071789915E7,0.0033007314460937968,-0.2382699057130928,-0.4364557096815407,0.19818580396844787,0.9336132652851554,1.2077531167460172,0.32660350085216344,0.0,0.5689306053023658,0.22102861037859342,0.5143662477877573
0.6415976810551061,-0.24208941562734204,-2.6191470364715688,0.6308489558434969,0.0038845526553314127,0.4018682169945629,0.10614174872774987,0.0,0.290752525990288,1.4615768582498852E7,-0.1867935693623361,1.5296351074695239E7,-0.2229756664213588,1.529313769510084E7,-0.22281239880501655,-0.18964129909801386,-0.3870928275648354,0.1974515284668215,0.902644831724027,1.0441134879497633,0.3187591247667974,0.11764705882352929,0.49312509445320385,0.21993330488012336,0.6840447300093301
0.45743597236783096,0.018747821783412128,-3.167234536945727,0.4521313728300849,0.020633480452865685,0.3127872720738946,0.09553642706482898,0.0,0.267819430032721,1.1368472791249426E7,-0.2856404594422695,1.2904626383130161E7,-0.3706770921615696,1.398914484144614E7,-0.4194658006585865,-0.14618992583437063,-0.33891224721874247,0.19272232138437184,0.8774833857584053,0.9382472286214005,0.3226327045483588,0.12389380530973355,0.5098946420319084,0.2138548550093382,0.7145168933013305
0.7147103069008056,0.13684474211849157,2.641437318753181,0.4894091704927833,0.01962575332450955,0.38427383368832546,0.0759580079760262,0.09624809463174931,0.2335796313939804,1.0817403895624712E7,-0.05094280484873099,1.2025195922086775E7,-0.14626463747307944,1.3312270324819569E7,-0.22880660101535705,-0.10888540346730835,-0.29290687846845564,0.1840214750011473,0.8689395411228878,0.898056976850861,0.3246897711955814,0.14814814814814742,0.5189332041519618,0.1999450492824118,0.2089652663792082
0.3054107739388425,-0.26575499663837554,1.4590026528454407,0.43456823997549565,-0.10319223650870957,0.4257027097476007,-0.09996588375977855,0.1430659033708307,0.004005696952017919,1.1290799947812356E7,0.04192759187796668,1.193819594805785E7,-0.01457506216306977,1.3030802265761465E7,-0.09720094280683567,-0.09756265342511128,-0.2538380334597868,0.1562753800346755,0.7644782126004439,0.6446080650558341,0.3124885657856454,0.4444444444444445,0.40550812872146613,0.18763120138225842,0.2078065295175396
