VWAP_CHANGE_0,VOLUME_CNG_0,MACD_DIFF_0,KDJ_J_0,RSI_0,WR_0,BOLL_PERCENT_0,BOLL_WIDTH_0,VWAP_CHANGE_1,VOLUME_CNG_1,MACD_DIFF_1,KDJ_J_1,RSI_1,WR_1,BOLL_PERCENT_1,BOLL_WIDTH_1,VWAP_CHANGE_2,VOLUME_CNG_2,MACD_DIFF_2,KDJ_J_2,RSI_2,WR_2,BOLL_PERCENT_2,BOLL_WIDTH_2,VWAP_CHANGE_3,VOLUME_CNG_3,MACD_DIFF_3,KDJ_J_3,RSI_3,WR_3,BOLL_PERCENT_3,BOLL_WIDTH_3,VWAP_CHANGE_4,VOLUME_CNG_4,MACD_DIFF_4,KDJ_J_4,RSI_4,WR_4,BOLL_PERCENT_4,BOLL_WIDTH_4,VWAP_CHANGE_5,VOLUME_CNG_5,MACD_DIFF_5,KDJ_J_5,RSI_5,WR_5,BOLL_PERCENT_5,BOLL_WIDTH_5,VWAP_CHANGE_6,VOLUME_CNG_6,MACD_DIFF_6,KDJ_J_6,RSI_6,WR_6,BOLL_PERCENT_6,BOLL_WIDTH_6,VWAP_CHANGE_7,VOLUME_CNG_7,MACD_DIFF_7,KDJ_J_7,RSI_7,WR_7,BOLL_PERCENT_7,BOLL_WIDTH_7,VWAP_CHANGE_8,VOLUME_CNG_8,MACD_DIFF_8,KDJ_J_8,RSI_8,WR_8,BOLL_PERCENT_8,BOLL_WIDTH_8,VWAP_CHANGE_9,VOLUME_CNG_9,MACD_DIFF_9,KDJ_J_9,RSI_9,WR_9,BOLL_PERCENT_9,BOLL_WIDTH_9,ACTUAL_VWAP_CHANGE_0
-0.4577593764216694,0.0,-0.4961538541737956,-0.8650316412252503,0.46471014624160173,1.0,0.0,0.0568549814038164,-0.1859990341313143,-0.35747135772388045,-0.7114905592713141,-0.7290514860194923,0.4640120512286526,1.0,0.4085771368847075,0.07200492328174866,-0.16821046148353552,0.05009818863993035,-0.7926427005685364,-0.5832946972460995,0.4617823116013677,1.0,0.5802751695166593,0.08407633454800208,-0.535617345419511,0.26496406854564303,-1.0,-0.4493879367508016,0.44869158634547157,1.0,0.36631421966324984,0.09502581051325677,0.4917757139279259,0.33249108953566237,-0.7219208044489659,0.556915749373849,0.46586912385178536,0.0,0.9228561348683296,0.11186562830552735,-0.0,-0.3875971590412286,-0.5569045048850148,0.6885780706780883,0.4590580653215065,0.31216931216931326,0.8505893076962208,0.1186804964114605,-0.5143828435757141,-0.058086044858705194,-0.4358078612129141,0.4631441267603296,0.45372753634777563,0.7204301075268871,0.8144731594370485,0.12373109083209385,0.07159609988501321,-0.17416248096238332,-0.2505925749950995,0.36186914186353314,0.4537275363477756,0.6601307189542555,0.894297067552601,0.1295351826002118,0.31529598999705877,-0.025852502407046844,-0.0,1.0,0.4561440639015089,0.45833333333334286,1.0,0.13551920740738715,-1.0,1.0,-0.14162838248699963,0.3365699160098342,0.43063109139502237,1.0,0.6433484412392728,0.13938235482946085,-0.7904647950583892
-0.1859990341313143,-0.3404195526203572,-0.7114905592713141,-0.7290514860194923,0.4640120512286526,1.0,0.1283747884531165,0.07200492328174866,-0.16821046148353552,0.02488913259315742,-0.7926427005685364,-0.5832946972460995,0.4617823116013677,1.0,0.38141934142609574,0.08407633454800208,-0.535617345419511,0.24545725029261306,-1.0,-0.4493879367508016,0.44869158634547157,1.0,0.0660886874902589,0.09502581051325677,0.4917757139279259,0.31477634330149895,-0.7219208044489659,0.556915749373849,0.46586912385178536,0.0,0.8863071721462542,0.11186562830552735,-0.0,-0.37134485026962155,-0.5569045048850148,0.6885780706780883,0.4590580653215065,0.31216931216931326,0.7798020090047473,0.1186804964114605,-0.5143828435757141,-0.033088975264326054,-0.4358078612129141,0.4631441267603296,0.45372753634777563,0.7204301075268871,0.7265748726697708,0.12373109083209385,0.07159609988501321,-0.15224591647753502,-0.2505925749950995,0.36186914186353314,0.4537275363477756,0.6601307189542555,0.8442174853195867,0.1295351826002118,0.31529598999705877,-0.0,-0.0,1.0,0.4561440639015089,0.45833333333334286,1.0,0.13551920740738715,-1.0,1.0,-0.14162838248699963,0.3365699160098342,0.43063109139502237,1.0,0.4743752571284281,0.13938235482946085,-0.7904647950583892,0.2520330795291463,-0.596699019262298,0.0,0.40174095385948916,1.0,0.0,0.1440283837279802,-0.3763756674272116
-0.16793316955964008,0.02488913259315742,-0.7926427005685364,-0.560501389895542,0.4617823116013677,1.0,0.38141934142609574,0.08407633454800208,-0.5347343898478227,0.24545725029261306,-1.0,-0.4318272810301955,0.44869158634547157,1.0,0.0660886874902589,0.09502581051325677,0.49096503049814716,0.31477634330149895,-0.7219208044489659,0.5351532476679773,0.46586912385178536,0.14102564102564055,0.8863071721462542,0.11186562830552735,-0.0,-0.37134485026962155,-0.5569045048850148,0.6616706229095418,0.4590580653215065,0.4091710758377431,0.7798020090047473,0.1186804964114605,-0.5135348926988426,-0.033088975264326054,-0.4358078612129141,0.4450459227500851,0.45372753634777563,0.7598566308243773,0.7265748726697708,0.12373109083209385,0.07147807500055933,-0.15224591647753502,-0.2505925749950995,0.34772844315648155,0.4537275363477756,0.7080610021786552,0.8442174853195867,0.1295351826002118,0.3147762302217646,-0.0,-0.0,0.9609231706405508,0.4561440639015089,0.5347222222222302,1.0,0.13551920740738715,-0.9983515179647575,1.0,-0.14162838248699963,0.32341783083439374,0.43063109139502237,1.0,0.4743752571284281,0.13938235482946085,-0.7891617280442438,0.2520330795291463,-0.596699019262298,0.0,0.40174095385948916,1.0,0.0,0.1440283837279802,-0.3757552189009555,0.06718560739813423,-0.5306061923448963,0.5339483890071078,0.42115761517713246,0.22222222222222782,0.48744131615187636,0.15975747935479453,1.0
-0.5392920997017486,0.24545725029261306,-1.0,-0.1809231592752933,0.44869158634547157,1.0,0.06732144059869134,0.09502581051325677,0.49595150197995874,0.31477634330149895,-0.7821133739716534,0.22421375516975195,0.46586912385178536,0.5821205821205816,0.7134598237298178,0.11186562830552735,-0.009795931086407238,-0.37134485026962155,-0.6528162337076178,0.2772208814849628,0.4590580653215065,0.7125697125697127,0.6049680184576717,0.1186804964114605,-0.5183002713659064,-0.033088975264326054,-0.5579319721907269,0.18646138839223364,0.45372753634777563,0.883173496076724,0.5507480356876746,0.12373109083209385,0.08057381179007204,-0.15224591647753502,-0.4128080850084947,0.14568817503994322,0.4537275363477756,0.8579756226815078,0.670585037452111,0.1295351826002118,0.3214886350492804,-0.0,-0.21645837044159855,0.40259905635967336,0.4561440639015089,0.7736486486486523,0.8292733653133356,0.13551920740738715,-0.9983676663811719,1.0,-0.3274301040471828,0.1355027305846138,0.43063109139502237,1.0,0.29384413758587247,0.13938235482946085,-0.7912270852266996,0.2520330795291463,-0.6839968923502795,0.0,0.40174095385948916,1.0,0.0,0.1440283837279802,-0.3818702777576511,0.06718560739813423,-0.6322104110452972,0.2237089541880153,0.42115761517713246,0.6216216216216242,0.3071539179705369,0.15975747935479453,1.0,-0.26903429051664873,-0.446670256314213,0.4189711192948975,0.42685200556041986,0.5135135135135133,0.5413673487209972,0.16866047867243386,0.0
0.49595150197995874,0.31477634330149895,-1.0,0.1939196129533642,0.46586912385178536,0.5821205821205816,0.7134598237298178,0.11186562830552735,-0.009795931086407238,-0.37134485026962155,-0.8770574561714354,0.2397647994408456,0.4590580653215065,0.7125697125697127,0.6049680184576717,0.1186804964114605,-0.5183002713659064,-0.033088975264326054,-0.7868364933847891,0.16126807314026428,0.45372753634777563,0.883173496076724,0.5507480356876746,0.12373109083209385,0.08057381179007204,-0.15224591647753502,-0.6488450434266648,0.12600384171006085,0.4537275363477756,0.8579756226815078,0.670585037452111,0.1295351826002118,0.3214886350492804,-0.0,-0.46214537366156855,0.3482027814285944,0.4561440639015089,0.7736486486486523,0.8292733653133356,0.13551920740738715,-0.9983676663811719,1.0,-0.5676631538280587,0.11719458089981269,0.43063109139502237,1.0,0.29384413758587247,0.13938235482946085,-0.7912270852266996,0.2520330795291463,-0.9067056717773705,0.0,0.40174095385948916,1.0,0.0,0.1440283837279802,-0.3818702777576511,0.06718560739813423,-0.8574643526378792,0.19348301703210713,0.42115761517713246,0.6216216216216242,0.3071539179705369,0.15975747935479453,1.0,-0.26903429051664873,-0.681042982773059,0.3623627695401316,0.42685200556041986,0.5135135135135133,0.5413673487209972,0.16866047867243386,0.0,0.05706327731198131,-0.256325332779519,0.8648872269524585,0.4541791269418694,0.0,1.0,0.16958590192125428,0.19671173508686748
-0.009795931086407238,-0.37134485026962155,-0.9775393317727569,0.15203519260622175,0.4590580653215065,0.8412698412698416,0.3764072100204193,0.1186804964114605,-0.5183002713659064,-0.033088975264326054,-0.909190425409311,0.1022603093460493,0.45372753634777563,0.9354838709677432,0.3426718854757587,0.12373109083209385,0.08057381179007204,-0.15224591647753502,-0.8046519190485704,0.07989921117774158,0.4537275363477756,0.9215686274509821,0.41723369719989306,0.1295351826002118,0.3214886350492804,-0.0,-0.663213412378704,0.22079586771693538,0.4561440639015089,0.8750000000000023,0.515968554135522,0.13551920740738715,-0.9983676663811719,1.0,-0.7431507645585187,0.0743132466528074,0.43063109139502237,1.0,0.1828279324443219,0.13938235482946085,-0.7912270852266996,0.2520330795291463,-1.0,0.0,0.40174095385948916,1.0,0.0,0.1440283837279802,-0.3818702777576511,0.06718560739813423,-0.9626961383793193,0.12268785004767481,0.42115761517713246,0.7910447761194048,0.1911091921931405,0.15975747935479453,1.0,-0.26903429051664873,-0.829044187469456,0.22977473586129993,0.42685200556041986,0.7313432835820899,0.33683528238026966,0.16866047867243386,0.0,0.05706327731198131,-0.5072898413208926,0.5484261928316123,0.4541791269418694,0.44776119402985187,0.6221935681493479,0.16958590192125428,0.19671173508686748,-0.2108138517455471,-0.3131048578358843,0.6341013900321579,0.44578908367147074,0.49152542372881525,0.5209138578142025,0.1595882455076962,0.5391679688915874
-0.5183002713659064,-0.03680816184535408,-0.909190425409311,0.09015775100655692,0.45372753634777563,0.9354838709677432,0.3426718854757587,0.12373109083209385,0.08057381179007204,-0.15550677040389332,-0.8046519190485704,0.07044309989916372,0.4537275363477756,0.9215686274509821,0.41723369719989306,0.1295351826002118,0.3214886350492804,-0.0038464620692940654,-0.663213412378704,0.19466456724217998,0.4561440639015089,0.8750000000000023,0.515968554135522,0.13551920740738715,-0.9983676663811719,1.0,-0.7431507645585187,0.06551823704679124,0.43063109139502237,1.0,0.1828279324443219,0.13938235482946085,-0.7912270852266996,0.25491010591782415,-1.0,0.0,0.40174095385948916,1.0,0.0,0.1440283837279802,-0.3818702777576511,0.07077364257696891,-0.9626961383793193,0.10816768213263181,0.42115761517713246,0.7910447761194048,0.1911091921931405,0.15975747935479453,1.0,-0.27184592239213107,-0.829044187469456,0.2025807818875017,0.42685200556041986,0.7313432835820899,0.33683528238026966,0.16866047867243386,0.0,0.06069024764954525,-0.5072898413208926,0.4835196808515886,0.4541791269418694,0.44776119402985187,0.6221935681493479,0.16958590192125428,0.19671173508686748,-0.21384942633042017,-0.3131048578358843,0.5590551759624576,0.44578908367147074,0.49152542372881525,0.5209138578142025,0.1595882455076962,0.5391679688915874,0.5382480146929894,0.0,0.8816495039288678,0.4943953425644326,0.0,1.0,0.147050706437277,0.641142804173413
0.08057381179007204,-0.15550677040389332,-0.8046519190485704,0.07044309989916372,0.4537275363477756,0.9215686274509821,0.41723369719989306,0.1295351826002118,0.3214886350492804,-0.0038464620692940654,-0.663213412378704,0.19466456724217998,0.4561440639015089,0.8750000000000023,0.515968554135522,0.13551920740738715,-0.9983676663811719,1.0,-0.7431507645585187,0.06551823704679124,0.43063109139502237,1.0,0.1828279324443219,0.13938235482946085,-0.7912270852266996,0.25491010591782415,-1.0,0.0,0.40174095385948916,1.0,0.0,0.1440283837279802,-0.3818702777576511,0.07077364257696891,-0.9626961383793193,0.10816768213263181,0.42115761517713246,0.7910447761194048,0.1911091921931405,0.15975747935479453,1.0,-0.27184592239213107,-0.829044187469456,0.2025807818875017,0.42685200556041986,0.7313432835820899,0.33683528238026966,0.16866047867243386,0.0,0.06069024764954525,-0.5072898413208926,0.4835196808515886,0.4541791269418694,0.44776119402985187,0.6221935681493479,0.16958590192125428,0.19671173508686748,-0.21384942633042017,-0.3131048578358843,0.5590551759624576,0.44578908367147074,0.49152542372881525,0.5209138578142025,0.1595882455076962,0.5391679688915874,0.5382480146929894,0.0,0.8816495039288678,0.4943953425644326,0.0,1.0,0.147050706437277,0.641142804173413,0.0,0.2957947224269699,1.0,0.49167757803926254,0.031249999999999396,0.9570315036009314,0.13179105933499063,-0.227088181382381
0.3214886350492804,-0.0038464620692940654,-0.663213412378704,0.19466456724217998,0.4561440639015089,0.8750000000000023,0.515968554135522,0.13551920740738715,-0.9983676663811719,1.0,-0.7431507645585187,0.06551823704679124,0.43063109139502237,1.0,0.1828279324443219,0.13938235482946085,-0.7912270852266996,0.25491010591782415,-1.0,0.0,0.40174095385948916,1.0,0.0,0.1440283837279802,-0.3818702777576511,0.07077364257696891,-0.9626961383793193,0.10816768213263181,0.42115761517713246,0.7910447761194048,0.1911091921931405,0.15975747935479453,1.0,-0.27184592239213107,-0.829044187469456,0.2025807818875017,0.42685200556041986,0.7313432835820899,0.33683528238026966,0.16866047867243386,0.0,0.06069024764954525,-0.5072898413208926,0.4835196808515886,0.4541791269418694,0.44776119402985187,0.6221935681493479,0.16958590192125428,0.19671173508686748,-0.21384942633042017,-0.3131048578358843,0.5590551759624576,0.44578908367147074,0.49152542372881525,0.5209138578142025,0.1595882455076962,0.5391679688915874,0.5382480146929894,0.0,0.8816495039288678,0.4943953425644326,0.0,1.0,0.147050706437277,0.641142804173413,0.0,0.2957947224269699,1.0,0.49167757803926254,0.031249999999999396,0.9570315036009314,0.13179105933499063,-0.227088181382381,-0.36438209849468206,0.42337823061857316,0.9598308987876398,0.48174670397854136,0.14062500000000006,0.8230129171664662,0.12054347876829216,-0.4534581033223297
-0.9983676663811719,1.0,-0.7431507645585187,0.06551823704679124,0.43063109139502237,1.0,0.1828279324443219,0.13938235482946085,-0.7912270852266996,0.25491010591782415,-1.0,0.0,0.40174095385948916,1.0,0.0,0.1440283837279802,-0.3818702777576511,0.07077364257696891,-0.9626961383793193,0.10816768213263181,0.42115761517713246,0.7910447761194048,0.1911091921931405,0.15975747935479453,1.0,-0.27184592239213107,-0.829044187469456,0.2025807818875017,0.42685200556041986,0.7313432835820899,0.33683528238026966,0.16866047867243386,0.0,0.06069024764954525,-0.5072898413208926,0.4835196808515886,0.4541791269418694,0.44776119402985187,0.6221935681493479,0.16958590192125428,0.19671173508686748,-0.21384942633042017,-0.3131048578358843,0.5590551759624576,0.44578908367147074,0.49152542372881525,0.5209138578142025,0.1595882455076962,0.5391679688915874,0.5382480146929894,0.0,0.8816495039288678,0.4943953425644326,0.0,1.0,0.147050706437277,0.641142804173413,0.0,0.2957947224269699,1.0,0.49167757803926254,0.031249999999999396,0.9570315036009314,0.13179105933499063,-0.227088181382381,-0.36438209849468206,0.42337823061857316,0.9598308987876398,0.48174670397854136,0.14062500000000006,0.8230129171664662,0.12054347876829216,-0.4534581033223297,-0.03965876347449332,0.35810872907098357,0.7503849738934718,0.45904056447740427,0.3906250000000008,0.47539455481210746,0.1072207921884873,-0.6718310461409516
